country,crop,year,actual_yield,predicted_yield,best_params
Honduras,"Other citrus fruit, n.e.c.",2022,2588.4,3391.026968026079,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Hungary,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Iceland,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
India,"Other citrus fruit, n.e.c.",2022,7592.2,9511.082992620142,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Indonesia,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Iran (Isalamic Republic of),"Other citrus fruit, n.e.c.",2022,Unknown,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Iraq,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Ireland,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Israel,"Other citrus fruit, n.e.c.",2022,3131.9,10830.243748909857,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Italy,"Other citrus fruit, n.e.c.",2022,17917.7,17800.827999019264,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Japan,"Other citrus fruit, n.e.c.",2022,18260.3,18855.820385643816,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Jordan,"Other citrus fruit, n.e.c.",2022,65645.4,11515.458648301867,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Kazakhstan,"Other citrus fruit, n.e.c.",2022,15592.6,13401.88560382545,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Kenya,"Other citrus fruit, n.e.c.",2022,6876.1,8598.608042252457,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Kosovo,"Other citrus fruit, n.e.c.",2022,Unknown,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Kuwait,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Kyrgyzstan,"Other citrus fruit, n.e.c.",2022,24356.0,20909.594980066064,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Lao People's Democratic Republic,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Latvia,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Lebanon,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Lesotho,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Liberia,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Libya,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Lithuania,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Macedonia [FYROM],"Other citrus fruit, n.e.c.",2022,Unknown,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Madagascar,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Malawi,"Other citrus fruit, n.e.c.",2022,6181.8,6678.049258200984,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Malaysia,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Mali,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Mauritania,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Mexico,"Other citrus fruit, n.e.c.",2022,4279.7,3279.3739904366726,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Mongolia,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Montenegro,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Morocco,"Other citrus fruit, n.e.c.",2022,8826.0,10089.643771028563,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Mozambique,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Myanmar,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Namibia,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Nepal,"Other citrus fruit, n.e.c.",2022,8904.6,6518.996173768112,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Netherlands (Kingdom of the),"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
New Zealand,"Other citrus fruit, n.e.c.",2022,8862.0,23037.6611987974,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Nicaragua,"Other citrus fruit, n.e.c.",2022,3055.8,4771.913993059906,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Niger,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Nigeria,"Other citrus fruit, n.e.c.",2022,4985.5,1346.9587259140892,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Norway,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Oman,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Pakistan,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Panama,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Papua New Guinea,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Paraguay,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Peru,"Other citrus fruit, n.e.c.",2022,18257.4,12073.725352911244,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Philippines,"Other citrus fruit, n.e.c.",2022,5549.6,8195.282024831757,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Poland,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Portugal,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Qatar,"Other citrus fruit, n.e.c.",2022,4412.4,5107.536712708034,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Republic of Korea,"Other citrus fruit, n.e.c.",2022,5969.1,6303.583318651704,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Republic of Moldova,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Romania,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Russian Federation,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Rwanda,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Saudi Arabia,"Other citrus fruit, n.e.c.",2022,23588.4,10139.967762049191,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Senegal,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Serbia,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Sierra Leone,"Other citrus fruit, n.e.c.",2022,5694.0,6596.044847937478,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Slovakia,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Slovenia,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Somalia,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
South Africa,"Other citrus fruit, n.e.c.",2022,43229.2,35438.70539950433,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Spain,"Other citrus fruit, n.e.c.",2022,405.4,3991.7074652500087,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Sri Lanka,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Sudan,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Suriname,"Other citrus fruit, n.e.c.",2022,13419.5,25994.002340839306,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Sweden,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Switzerland,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Syrian Arab Republic,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Tajikistan,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Thailand,"Other citrus fruit, n.e.c.",2022,4915.9,1192.47763049263,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Togo,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Tunisia,"Other citrus fruit, n.e.c.",2022,10462.4,4921.195227176201,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Turkmenistan,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Türkiye,"Other citrus fruit, n.e.c.",2022,10648.6,5690.625091862621,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Uganda,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Ukraine,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
United Arab Emirates,"Other citrus fruit, n.e.c.",2022,17630.2,8954.34961675589,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
United Kingdom of Great Britain and Northern Ireland,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
United Republic of Tanzania,"Other citrus fruit, n.e.c.",2022,3357.0,4918.890635794492,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
United States of America,"Other citrus fruit, n.e.c.",2022,20176.0,16871.690950294735,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Uruguay,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Uzbekistan,"Other citrus fruit, n.e.c.",2022,16877.1,6343.256750377303,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Venezuela (Bolivarian Republic of),"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Viet Nam,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Western Sahara,"Other citrus fruit, n.e.c.",2022,Unknown,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Yemen,"Other citrus fruit, n.e.c.",2022,7071.4,7414.973010905594,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Zambia,"Other citrus fruit, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Zimbabwe,"Other citrus fruit, n.e.c.",2022,4591.6,2023.788768529637,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Afghanistan,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Albania,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Algeria,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Andorra,"Other fibre crops, raw, n.e.c.",2022,Unknown,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Angola,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Argentina,"Other fibre crops, raw, n.e.c.",2022,995.6,693.103063452801,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Armenia,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Australia,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Austria,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Azerbaijan,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Bangladesh,"Other fibre crops, raw, n.e.c.",2022,208.3,630.4822931583961,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Belarus,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Belgium,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Belize,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Benin,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Bhutan,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Bolivia (Plurinational State of),"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Bosnia and Herzegovina,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Botswana,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Brazil,"Other fibre crops, raw, n.e.c.",2022,5001.2,3619.8214867339884,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Brunei Darussalam,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Bulgaria,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Burkina Faso,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Burundi,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Cambodia,"Other fibre crops, raw, n.e.c.",2022,5143.3,4095.0500978540413,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Cameroon,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Canada,"Other fibre crops, raw, n.e.c.",2022,1315.3,376.30017547965116,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Central African Republic,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Chad,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Chile,"Other fibre crops, raw, n.e.c.",2022,4921.6,5620.715910488081,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
China,"Other fibre crops, raw, n.e.c.",2022,10636.0,4205.669927032133,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
"China, Taiwan Province of","Other fibre crops, raw, n.e.c.",2022,10636.0,9838.261594399204,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Colombia,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Congo [Republic],"Other fibre crops, raw, n.e.c.",2022,Unknown,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Costa Rica,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Croatia,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Cuba,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Czechia,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Côte d'Ivoire,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Democratic People's Republic of Korea,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
DemocraticRepublic of the Congo,"Other fibre crops, raw, n.e.c.",2022,Unknown,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Denmark,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Djibouti,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Dominican Republic,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Ecuador,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Egypt,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
El Salvador,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Equatorial Guinea,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Eritrea,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Estonia,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Eswatini,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Ethiopia,"Other fibre crops, raw, n.e.c.",2022,65.8,449.01420170229756,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Finland,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
France,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
French Guiana,"Other fibre crops, raw, n.e.c.",2022,Unknown,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Gabon,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Gambia,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Georgia,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Germany,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Ghana,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Greece,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Greenland,"Other fibre crops, raw, n.e.c.",2022,Unknown,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Guatemala,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Guinea,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Guinea-Bissau,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Guyana,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Haiti,"Other fibre crops, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
